istochnik,kanal,data_kommunikacii,id_kommunikacii,nazvanie_kommunikacii,tekst_kommunikacii,brand,target,sent,delivered,opened,clicked,unsubscribed
Breffi,Внешниe email,2022-07-14,23bd07c7-f190-4428-a82f-e7921968a433,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг + новый домен,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг + новый домен,Урдокса,Другое,1,1,1,1,0
Breffi,Внешниe email,2022-07-14,23bd07c7-f190-4428-a82f-e7921968a433,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг + новый домен,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг + новый домен,Урдокса,Педиатры,2,1,0,0,0
Breffi,Внешниe email,2022-07-14,23bd07c7-f190-4428-a82f-e7921968a433,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг + новый домен,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг + новый домен,Урдокса,Терапевты,2,2,1,1,0
Breffi,Внешниe email,2022-07-14,3ff6c76a-65a3-44ae-98eb-4e55f421579a,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг,Урдокса,Гастроэнтерологи,266,255,93,27,5
Breffi,Внешниe email,2022-07-14,4380269d-c6ce-460b-869c-195ff5c3a40a,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг + новый домен,14.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + триг + новый домен,Урдокса,Гастроэнтерологи,2,0,0,0,0
Breffi,Внешниe email,2022-07-18,911c0de7-3999-4699-be90-5015be2dd06d,18.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + гастро,18.07.2022 АК033_БФГ_Урдокса_Волна №3_Рассылка_Вертска и отправка + гастро,Урдокса,Гастроэнтерологи,2292,2272,690,116,8
Breffi,Внешниe email,2022-07-20,131669a7-b328-4b33-8cbf-a345f3e162f0,Поствебинарная рассылка 2,Поствебинарная рассылка 2,Офломелид,Другое,47,47,11,1,0
Breffi,Внешниe email,2022-07-20,131669a7-b328-4b33-8cbf-a345f3e162f0,Поствебинарная рассылка 2,Поствебинарная рассылка 2,Офломелид,Онкологи,3,3,0,0,0
Breffi,Внешниe email,2022-07-20,131669a7-b328-4b33-8cbf-a345f3e162f0,Поствебинарная рассылка 2,Поствебинарная рассылка 2,Офломелид,Проктологи,1,1,0,0,0
Breffi,Внешниe email,2022-07-20,131669a7-b328-4b33-8cbf-a345f3e162f0,Поствебинарная рассылка 2,Поствебинарная рассылка 2,Офломелид,Реабилитологи,2,2,1,0,0
Breffi,Внешниe email,2022-07-20,131669a7-b328-4b33-8cbf-a345f3e162f0,Поствебинарная рассылка 2,Поствебинарная рассылка 2,Офломелид,Травматологи и ортопеды,1400,1392,314,33,16
Breffi,Внешниe email,2022-07-20,131669a7-b328-4b33-8cbf-a345f3e162f0,Поствебинарная рассылка 2,Поствебинарная рассылка 2,Офломелид,Хирурги,6125,6080,1414,207,76
Breffi,Внешниe email,2022-07-20,131669a7-b328-4b33-8cbf-a345f3e162f0,Поствебинарная рассылка 2,Поствебинарная рассылка 2,Офломелид,Эндокринологи,4,4,3,2,0
Breffi,Внешниe email,2022-07-20,131669a7-b328-4b33-8cbf-a345f3e162f0,Поствебинарная рассылка 2,Поствебинарная рассылка 2,Офломелид,Эндоскописты,1,1,1,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Врачи скорой и неотложной медицинской помощи,1,1,0,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Гастроэнтерологи,1,1,0,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Дерматологи/Дерматовенерологи,1,1,0,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Диагносты (функциональные/ультразвуковые),1,1,0,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Другое,2,2,0,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Кардиологи,1,1,0,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Лечебная физкультура и спортивная медицина,1,1,0,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Неонатологи,1,1,0,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Онкологи,1,1,0,0,0
Breffi,Внешниe email,2022-07-26,79e759d0-bc2f-476e-afca-44c5b2acced8,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,26.07.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Педиатры,3189,3131,486,72,3
Breffi,Внешниe email,2022-07-28,8dae9268-5e25-43c9-9abc-b4c481ceb2fe,28.07.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки смс к доп.видео_Верстка и запуск + юридическая,28.07.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки смс к доп.видео_Верстка и запуск + юридическая,Кагоцел,Педиатры,3476,3419,501,40,1
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Врачи скорой и неотложной медицинской помощи,1,1,0,0,0
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Гастроэнтерологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Дерматологи/Дерматовенерологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Диагносты (функциональные/ультразвуковые),1,1,0,0,0
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Другое,1,1,0,0,0
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Кардиологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Лечебная физкультура и спортивная медицина,1,1,0,0,0
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Неонатологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Онкологи,2,2,2,0,0
Breffi,Внешниe email,2022-08-02,1ed0de8e-2223-4645-9c4b-78b1668159ad,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,02.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5_Верстка и запуск,No Brand,Педиатры,2664,2609,256,29,2
Breffi,Внешниe email,2022-08-04,3b6739ad-52f2-46ba-8079-0f82ee7e598e,"04.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №1 По запросу триг.","04.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №1 По запросу триг.","Венарус, Дексонал",Хирурги,163,154,47,3,10
Breffi,Внешниe email,2022-08-04,afa7175b-3e7f-4351-87e3-91b2aff566ae,"04.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №2 По запросу триг.","04.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №2 По запросу триг.","Венарус, Дексонал",Хирурги,7,7,3,1,0
Breffi,Внешниe email,2022-08-08,53f2c787-fde4-4db0-9017-ab9bca77a23d,"08.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + тема Б","08.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + тема Б","Венарус, Дексонал",Хирурги,50,50,10,0,1
Breffi,Внешниe email,2022-08-08,8f5c87af-b5dc-487b-bd18-56782bfa7fa3,"08.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + тема А","08.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + тема А","Венарус, Дексонал",Хирурги,50,49,8,0,0
Breffi,Внешниe email,2022-08-09,19491dd5-9f2f-4b6a-8f63-5f7817757bc1,"09.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + ХИРУРГИ","09.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + ХИРУРГИ","Венарус, Дексонал",Офтальмологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-09,19491dd5-9f2f-4b6a-8f63-5f7817757bc1,"09.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + ХИРУРГИ","09.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + ХИРУРГИ","Венарус, Дексонал",Хирурги,7218,7150,1528,111,25
Breffi,Внешниe email,2022-08-09,6c4ac088-3887-4902-b25e-69df1dd0720b,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг Необутин,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг Необутин,Необутин,Педиатры,51,16,3,0,6
Breffi,Внешниe email,2022-08-09,bcc995bd-2f39-4ac4-9a03-1833a552b467,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг,No Brand,Гастроэнтерологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-09,bcc995bd-2f39-4ac4-9a03-1833a552b467,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг,No Brand,Кардиологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-09,bcc995bd-2f39-4ac4-9a03-1833a552b467,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг,No Brand,Офтальмологи,1,1,1,0,0
Breffi,Внешниe email,2022-08-09,bcc995bd-2f39-4ac4-9a03-1833a552b467,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг,09.08.2022 ЕВ035_БФГ_Педиатрия_Рассылка №6_Верстка и запуск + триг,No Brand,Педиатры,2443,2266,406,83,119
Breffi,Внешниe email,2022-08-10,05e09a13-ddbf-42a8-a12c-c77b5436efb7,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,Необутин,Гастроэнтерологи,4,3,0,0,1
Breffi,Внешниe email,2022-08-10,483ae7e5-fc42-495d-bac1-e13de28e2daf,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,Необутин,Гастроэнтерологи,1081,997,264,37,26
Breffi,Внешниe email,2022-08-10,483ae7e5-fc42-495d-bac1-e13de28e2daf,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,Необутин,Другое,1,1,0,0,0
Breffi,Внешниe email,2022-08-10,483ae7e5-fc42-495d-bac1-e13de28e2daf,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,Необутин,Кардиологи,3,2,0,0,0
Breffi,Внешниe email,2022-08-10,483ae7e5-fc42-495d-bac1-e13de28e2daf,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,Необутин,Педиатры,9,7,0,0,0
Breffi,Внешниe email,2022-08-10,483ae7e5-fc42-495d-bac1-e13de28e2daf,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,Необутин,Терапевты,22,20,5,1,1
Breffi,Внешниe email,2022-08-10,483ae7e5-fc42-495d-bac1-e13de28e2daf,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + триг,Необутин,Эндокринологи,2,2,0,0,0
Breffi,Внешниe email,2022-08-10,953414fa-7110-435c-9cfe-487aec8c9caf,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + PULL,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + PULL,Необутин,Гастроэнтерологи,2214,2098,470,51,10
Breffi,Внешниe email,2022-08-10,953414fa-7110-435c-9cfe-487aec8c9caf,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + PULL,10.08.2022 АК033_БФГ_Необутин_Волна №4_Рассылка_Верстка и отправка + PULL,Необутин,Терапевты,1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Врачи скорой и неотложной медицинской помощи,1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Гастроэнтерологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Дерматологи/Дерматовенерологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Диагносты (функциональные/ультразвуковые),1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Другое,1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Кардиологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Лечебная физкультура и спортивная медицина,1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Неонатологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Нефрологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Онкологи,2,2,0,0,0
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Педиатры,3681,3593,487,46,142
Breffi,Внешниe email,2022-08-11,8ea2bb90-9480-4aac-85c8-289a4ea4a9ef,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,11.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + ПСИХОЛОГИЧЕСКАЯ,Кагоцел,Эндокринологи,1,1,0,0,1
Breffi,Внешниe email,2022-08-12,891fa931-fb62-4311-b0bc-419357de2b1f,"12.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + ПОВТОР","12.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + ПОВТОР","Венарус, Дексонал",Офтальмологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-12,891fa931-fb62-4311-b0bc-419357de2b1f,"12.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + ПОВТОР","12.08.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №3_Верстка и отправка + ПОВТОР","Венарус, Дексонал",Хирурги,5790,5730,585,54,14
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Врачи скорой и неотложной медицинской помощи,1,1,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Гастроэнтерологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Дерматологи/Дерматовенерологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Диагносты (функциональные/ультразвуковые),1,1,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Другое,1,1,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Кардиологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Лечебная физкультура и спортивная медицина,1,1,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Неонатологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Нефрологи,1,1,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Онкологи,2,2,0,0,0
Breffi,Внешниe email,2022-08-13,947b1d76-8941-4348-adb0-dc0a473b0bb8,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,13.08.2022 ЕВ035_БФГ_Педиатрия_Кагоцел_Рассылки email к доп.видео_Верстка и запуск + повтор,Кагоцел,Педиатры,3215,3130,265,37,3
Breffi,Внешниe email,2022-09-02,1a0f48bd-58c5-4479-b8cd-ebb2eedef05f,02.09.2022 ЕВ035_БФГ_Педиатрия_Рассылка №7_Верстка и запуск триг.,02.09.2022 ЕВ035_БФГ_Педиатрия_Рассылка №7_Верстка и запуск триг.,No Brand,Аллергологи,2,2,0,0,0
